1.068,1.22437
1.074,1.2149
1.08,1.25519
1.086,1.24756
1.092,1.23322
1.098,1.21521
1.104,1.20941
1.11,1.22467
1.116,1.22406
1.122,1.22864
1.128,1.23505
1.134,1.2265
1.14,1.22986
1.146,1.23322
1.152,1.22162
1.158,1.21582
1.164,1.21429
1.17,1.23535
1.176,1.24512
1.182,1.24481
1.188,1.23779
1.194,1.23169
1.2,1.22406
1.206,1.23505
1.212,1.22681
1.218,1.2323
1.224,1.23444
1.23,1.24237
1.236,1.23169
1.242,1.22986
1.248,1.21216
1.254,1.22711
1.26,1.21948
1.266,1.24847
1.272,1.25549
1.278,1.23718
1.284,1.23566
1.29,1.23413
1.296,1.21002
1.302,1.21338
1.308,1.24298
1.314,1.24634
1.32,1.23047
1.326,1.21033
1.332,1.22009
1.338,1.22833
1.344,1.23199
1.35,1.23108
1.356,1.22772
1.362,1.24542
1.368,1.23749
1.374,1.21796
1.38,1.22314
1.386,1.21948
1.392,1.23322
1.398,1.21979
1.404,1.24969
1.41,1.21643
1.416,1.19781
1.422,1.23871
1.428,1.21643
1.434,1.24054
1.44,1.2265
1.446,1.23444
1.452,1.24268
1.458,1.23047
1.464,1.22498
1.47,1.20972
1.476,1.22711
1.482,1.22772
1.488,1.21307
1.494,1.21338
1.5,1.22375
1.506,1.22528
1.512,1.20483
1.518,1.2262
1.524,1.21185
1.53,1.22192
1.536,1.2381
1.542,1.24146
1.548,1.22772
1.554,1.21674
1.56,1.21704
1.566,1.22711
1.572,1.23657
1.578,1.22559
1.584,1.21521
1.59,1.24237
1.596,1.2323
1.602,1.20697
1.608,1.20972
1.614,1.21582
1.62,1.21155
1.626,1.22986
1.632,1.25031
1.638,1.24054
1.644,1.22711
1.65,1.22314
1.656,1.21399
1.662,1.22314
1.668,1.24603
1.674,1.23871
1.68,1.21979
1.686,1.21521
1.692,1.22345
1.698,1.20087
1.704,1.19965
1.71,1.22223
1.716,1.23077
1.722,1.24786
1.728,1.25732
1.734,1.23016
1.74,1.19781
1.746,1.22925
1.752,1.21399
1.758,1.23505
1.764,1.24268
1.77,1.25061
1.776,1.23169
1.782,1.22864
1.788,1.23322
1.794,1.23718
1.8,1.20636
1.806,1.21704
1.812,1.22833
1.818,1.24115
1.824,1.23901
1.83,1.23718
1.836,1.22559
1.842,1.22589
1.848,1.21429
1.854,1.203
1.86,1.21735
1.866,1.25214
1.872,1.24695
1.878,1.2381
1.884,1.23627
1.89,1.2146
1.896,1.22406
1.902,1.23779
1.908,1.24634
1.914,1.23688
1.92,1.23901
1.926,1.22009
1.932,1.24176
1.938,1.22009
1.944,1.20911
1.95,1.22559
1.956,1.22986
1.962,1.23474
1.968,1.22406
1.974,1.23108
1.98,1.21521
1.986,1.23901
1.992,1.2326
1.998,1.20819
2.004,1.21399
2.01,1.21704
2.016,1.23108
2.022,1.23108
2.028,1.22009
2.034,1.22833
2.04,1.21155
2.046,1.2384
2.052,1.24908
2.058,1.22711
2.064,1.20728
2.07,1.23199
2.076,1.22528
2.082,1.22131
2.088,1.22101
2.094,1.22314
2.1,1.20575
2.106,1.24146
2.112,1.24115
2.118,1.22314
2.124,1.22131
2.13,1.21918
2.136,1.2323
2.142,1.21765
2.148,1.22803
2.154,1.19141
2.16,1.2088
2.166,1.24329
2.172,1.22833
2.178,1.2149
2.184,1.24329
2.19,1.22803
2.196,1.22345
2.202,1.21552
2.208,1.21918
2.214,1.20758
2.22,1.24115
2.226,1.22955
2.232,1.23901
2.238,1.22589
2.244,1.21307
2.25,1.22833
2.256,1.2204
2.262,1.22406
2.268,1.22711
2.274,1.23901
2.28,1.24023
2.286,1.18896
2.292,1.19659
2.298,1.24115
2.304,1.23962
2.31,1.2326
2.316,1.22406
2.322,1.22162
2.328,1.20819
2.334,1.22253
2.34,1.21307
2.346,1.21063
2.352,1.23657
2.358,1.23993
2.364,1.2442
2.37,1.21765
2.376,1.21307
2.382,1.20697
2.388,1.21613
2.394,1.23444
2.4,1.22711
2.406,1.22009
2.412,1.23901
2.418,1.22467
2.424,1.21124
2.43,1.2088
2.436,1.23047
2.442,1.23169
2.448,1.21429
2.454,1.21735
2.46,1.22864
2.466,1.22955
2.472,1.2323
2.478,1.23352
2.484,1.22437
2.49,1.21674
2.496,1.19568
2.502,1.23779
2.508,1.23444
2.514,1.22986
2.52,1.21124
2.526,1.22803
2.532,1.21399
2.538,1.21521
2.544,1.22742
2.55,1.22589
2.556,1.23535
2.562,1.23138
2.568,1.22955
2.574,1.23291
2.58,1.21704
2.586,1.22894
2.592,1.203
2.598,1.23993
